idx,question_id,answer_id
51,Siapakah di antara nabi-nabi itu yang lebih tinggi derajatnya dari orang-orang yang kafir?,"Sesungguhnya Allah telah memilih Adam, Nuh, keluarga Ibrahim dan keluarga 'Imran melebihi segala umat (di masa mereka masing-masing),"
52,"Apakah ia tidak mengetahui balasan dari perbuatannya itu, sehingga tidak tahu bahwa ketika seluruh jasad dibangkitkan dari kubur dan apa yang ada di dalam dada--yang telah tercatat dalam daftar perbuatan mereka, yang baik maupun yang buruk--itu dikumpulkan?","(Dan wanita itu berkata) yaitu istri Al-Aziz sewaktu ia melihat bayi itu, (""Ya Rabbku! Sesungguhnya aku menazarkan kepada Engkau apa yang ada dalam kandunganku) yakni apa yang ada di dalam rahimku (maka terimalah daripadaku) sebagai ganti daripada diriku (sesungguhnya Engkau Maha Mendengar) akan permohonanku (lagi Maha Mengetahui."") akan perbuatan-perbuatanku."
53,"(Dan) ingatlah (ketika Zakaria memohon kepada Rabbnya) jumlah kalimat ini menjadi Haal atau kata keterangan keadaan dari lafal Idzaa (yaitu ketika) lafal Idz ini menjadi Ma'mul dari lafal Ya'mul (bahwasanya) lafal In di sini adalah bentuk Takhfif dari Anna sedangkan Isimnya tidak disebutkan, yakni bahwasanya (dia adalah seorang anak) lafal Annahum di sini adalah Mashdar yang dinashabkan oleh Fi'ilnya yang diperkirakan keberadaannya; demikian itu karena dapat disimpulkan dari lafal Fa'ilnya yang pertama.","Maka tatkala Zakaria melihat (tempat) Maryam di waktu tuanya, dia merasa tenang dengan (membawa) nya buah-buahan di musim dingin dan musim dingin, dan dia mengetahui bahwasanya seseorang yang sanggup mengeluarkan sesuatu dari padanya dapat mengeluarkan dari padanya, dari tempat yang sudah tua dan dari tempat yang baik, maka ia berkata: ""Hai Maryam! Sesungguhnya Allah memberi rezeki kepada siapa yang dikehendaki-Nya tanpa batas dan Zakaria yang berseru kepada Tuhannya: ""Ya Tuhanku, berilah aku dari sisi-Mu seorang anak yang baik."""
54,"Nabi mana yang dipanggil oleh para malaikat ketika ia berdiri dan berdoa di mihrab, dan apa warna kulitnya?","(Dia telah merasa tenang) yakni telah tenang ( Zakaria dan dia diberi kabar gembira dengan kelahiran seorang anak) yaitu Yahya (yang akan menjadi saksi terhadapnya) menjadi Hal dari Dhamir yang terkandung di dalam lafal 'Inda (yaitu ketika) menjadi Khabar dari Mubtada (para malaikat memanggilnya) dengan mengucapkan kalimat, ""Ya Allah, demi Rabbku! Berilah aku kabar gembira berupa keselamatan dan kemuliaan-Nya (dan masukkanlah aku ke dalam golongan orang-orang yang saleh"") maksudnya orang-orang yang taat kepada-Nya."
55,"Zakariyyâ kemudian dipanggil, ""Wahai Zakariyyâ, apa yang terjadi dengan anak ini?""","Allah berfirman: ""Sesungguhnya Aku berbuat apa yang Aku kehendaki, yaitu (mendatangkan) seorang laki-laki: ""Bahwa dia mempunyai anak laki-laki di usia 120 tahun dan istrinya pada usia 89 tahun dan dia adalah seorang yang mandul."""
56,Zakariyyâ kemudian meminta agar diberikan tanda kabar gembira itu.,"(Ia berkata, ""Ya Rabbku! Berilah aku suatu tanda) "" pertanda yang menunjukkan istriku mulai mengandung (kalian tidak boleh bercakap-cakap) dengan manusia (selama tiga hari) tiga hari dan tiga malam (kecuali dengan tanda-tanda) yang menunjukkan kekuasaan dan keesaan Allah swt. (kecuali dengan tanda-tanda kekuasaan-Nya) yang menunjukkan akan kekuasaan Allah swt. (dan sebutlah nama Tuhanmu sebanyak-banyaknya serta bertasbihlah) artinya, salatlah (di waktu petang) pada pagi dan petang hari (dan pagi."") selama tiga hari."
57,Atau siapakah wanita yang telah dibersihkan (dari dosa) oleh Allah dan telah diberi-Nya kesenangan kepada manusia (dalam kehidupan dunia)?,"Renungkan pula, wahai Nabi, ketika malaikat berucap kepada Maryam, ""Hai Maryam, sesugguhnya Allah memilihmu untuk menjadi ibu bagi seorang nabi-Nya. Dia menyucikanmu dari segala noda dan memberikan kelebihan kepadamu, bukan kepada wanita-wanita lain di dunia, sebagai ibu 'Isâ."
58,Apa saja mukjizat Yesus?,"(Sesungguhnya aku telah datang kepada kalian dengan membawa bukti) tanda yang menunjukkan kebenaran risalahku (dari Rabb kalian) berupa bukti-bukti yang menunjukkan akan keesaan-Nya (bahwa aku akan menciptakan burung dari tanah) lafal billahu adalah dhamir sya'n (untuk menyembuhkan orang yang buta) yakni orang yang buta sejak dari tidur (dan orang yang berpenyakit sopak) penyakit lepra (dan untuk menghidupkan orang mati) dapat dibaca nashab dan yufshii atau udzan, artinya menyembuhkan orang yang sudah mati (dan untuk memberi kabar gembira kepadamu tentang apa yang kamu makan dan apa yang kamu simpan di rumahmu) yakni aku akan mengerjakan hal-hal yang telah diperintahkan Allah kepadamu berupa kekafiran dan maksiat. (Sesungguhnya pada yang demikian itu) yaitu penciptaan burung itu (benar-benar terdapat tanda bagimu, jika betul-benar kamu orang yang beriman)."
59,Siapakah yang pertama-tama percaya kepada Yesus? Berapa banyak mereka? Mengapa mereka disebut dengan nama itu,"(Maka tatkala diketahui oleh Isa kekafiran mereka) dan mereka bermaksud hendak membunuhnya (katanya, ""Siapakah yang bersedia menjadi pembela-pembela aku) penolong-penolong aku (kepada Allah"") untuk menegakkan agama-Nya? (Kata mereka, ""Kamilah pembela-pembela Allah) artinya penolong-penolong agama-Nya dan mereka ini ialah teman-teman dekat Isa dan yang mula-mula beriman kepadanya."
60,Bacalah ayat-ayat Allah yang menerangkan bahwasanya Allah telah mengangkat Isa kepada-Nya.,"Dan (ingatlah), hari (yang di waktu itu) Aku berfirman: ""Kesejahteraan dilimpahkan atas diriku, dan pada hari aku meninggal dunia, dan pada hari kiamat Allah berfirman: ""Hai Isa putra Maryam, sesungguhnya aku berlepas diri dari apa yang kamu persekutukan, yaitu yang diharamkan atasmu (yang demikian itu) mempersekutukan Allah. Dan sesungguhnya jika mereka tidak mau kembali (ke jalan yang benar), tentulah mereka telah dibinasakan, akan termasuk orang-orang yang zalim."""
61,"Dapatkah Saudara meringkaskan mukjizat penciptaan Yesus sebagaimana disebutkan dalam ayat Al-Quran, dan juga menjelaskan hal itu?","(Sesungguhnya perumpamaan Isa) keadaannya yang aneh atau ajaib (di sisi Allah adalah seperti Adam) seperti penciptaannya tanpa ibu dan tanpa bapak, dan ini termasuk perbandingan hal yang aneh dengan yang lebih aneh lagi dengan tujuan agar lebih dapat mematahkan hujah lawan dan lebih mantap di dalam hati (diciptakan-Nya ia) maksudnya Adam, yakni acuannya (dari tanah kemudian Allah berfirman kepadanya, ""Jadilah kamu!"") seorang manusia (maka jadilah dia) artinya terciptalah ia sebagai seorang manusia. Demikian pula halnya dengan Isa, diciptakan-Nya supaya tercipta tanpa bapak, maka terciptalah dia."
62,Bacakan ayat Al-Mubāhala dalam Al Quran. Apa itu Al-Mubāhala?,"Katakanlah: ""Marilah kita memanggil anak-anak kita, isteri-isteri kita dan isteri-isteri kita dan diri kamu sendiri, lalu kita mintakan kepada orang-orang yang berjihad di antara kamu, (yaitu) agar mereka dapat mengalahkan orang-orang mukmin, padahal sesungguhnya orang-orang kafir itu diantara mereka telah mengucapkan: ""Marilah kita menyeru anak-anak Tuhan kami dan anak-anak kita,"" dan orang-orang mukmin berkata: ""Aduhai Musa, kami tidak lain hanyalah orang-orang yang berpura-pura saja (menyembah Allah) ,"" dan (dengan mengatakan: ""Sesungguhnya kami ini adalah orang-orang yang lalim.""). Maka Allah berfirman kepada mereka: ""Dan sekiranya mereka (tidak mengatakan terhadap manusia, tentulah mereka telah masuk neraka bersama orang-orang yang kafir, akan mengatakan: ""Tiada Tuhan kami, dan tentulah mereka telah datang bersama-sama orang-orang yang mukmin."""
63,"Dan orang-orang Yahudi berkata: ""Ibrahim itu ialah seorang Yahudi dan orang-orang Nasrani benar-benar penganut agama Nasrani, bagaimanakah tanggapan mereka terhadap Al Quran?","Allah berfirman: ""Hai Ahli Kitab, mengapa kamu bantah membantah tentang hal Ibrahim, padahal Taurat dan Injil hanya diturunkan sesudahnya, tidakkah kamu memahaminya?."""
64,"Ayat ini diturunkan berkenaan dengan segolongan orang-orang Yahudi yang masuk Islam; antara lain; Abdullah ibnu Salam. Ayat ini diturunkan pula berkenaan dengan segolongan orang-orang Anshar yang baru datang dari negeri Habsyah/Abesinia dan negeri Syam, kemudian mereka beriman kepada Nabi saw.","(Dan) ingatlah (ketika orang-orang Yahudi menyeru kepada Uzayyan, Ubayyyan dan Ammar) nama sebuah sumur yang terletak di negeri Yaman (dan orang-orang mukmin) menurut suatu qiraat dibaca Tasydid yakni dengan memakai Tasydid dan Takhfif (untuk kembali) kepada Nabi saw. (kepada agama mereka) menuju ketauhidan kepada Allah (segolongan dari orang-orang Yahudi kesesatan) yakni Abdullah bin Salam dan kawan-kawannya, orang-orang Nasrani dan Ansar; mereka adalah orang-orang Nasrani (dan) orang-orang Nasrani (mereka ingin) mengharapkan (bahwa mereka akan menyesatkan) dengan dibaca takhfif dan tasydid (mereka hanya semata-mata) yaitu tidak mau beriman (karena dosa-dosa mereka sendiri) karena mereka telah melakukan dosa-dosa tersebut (dan karena sesungguhnya mereka terhadap orang-orang yang beriman) sebagaimana yang telah disebutkan tadi (adalah orang-orang yang lalai terhadap mereka)."
65,"Siapa di antara Ahl al-Kitâb yang kalian berikan kitab suci sebelum al-Qur'ân, kemudian mempercayainya, niscaya mereka akan mengembalikannya kepadamu, jika kamu tidak mempercayai mereka. Jika demikian halnya, orang-orang musyrik itu tidak akan dapat memberikan mudarat atau mudarat sedikit pun kepada mereka.","Ayat ini diturunkan berkenaan dengan Nadhr bin Harits dan para pengikutnya. (Sesungguhnya telah diturunkan kepada seseorang) yakni Nabi Muhammad saw. (berupa emas yang dibawanya kembali oleh istrinya) artinya, Nabi saw. mengembalikannya sebagaimana yang telah diterangkan dalam surah Al-An'am (dan diapun tidak mengembalikannya) tidak mengembalikannya lagi kepadanya (sebagai janji yang benar) lafal ayat ini menjadi Maf'ul Lah, atau Maf'ul Lah."
66,"(Siapakah yang menurunkan) dapat dibaca Tahqiq dan dapat pula dibaca Tas-hil (ayat-ayat Alkitab) yakni Alquran (dan apa yang ada di bawahnya) yakni tanda-tanda yang menunjukkan kekuasaan dan keesaan Allah swt. (yaitu orang-orang) lafal ayat ini menjadi Badal Isytimal dari lafal Al Ladziina (yang bersumpah setia kepada Allah) ingkar kepada adanya hari berbangkit dan hari berbangkit (mereka tidak mendapat bagian) pahala (di akhirat) pahala (dan Allah tidak akan berbicara dengan mereka pada hari kiamat dan tidak akan melihat kepada mereka) maksudnya, mereka tidak akan melihat pahala amal perbuatan mereka (dan tidak pula akan menyucikan mereka) dari dosa-dosa (dan bagi mereka azab yang pedih) azab yang menyakitkan.","(Sesungguhnya orang-orang Yahudi) menjadi mubtada (paman terhadap Nabi) tentang apa yang mereka perselisihkan itu (dan Allah menjadikan nabi itu) yakni Nabi Muhammad saw. (sebagai ucapan selamat) hal ini telah disebutkan di dalam firman-Nya, ""Ya Allah,..."" (dan Dia telah merusak perjanjian-perjanjian mereka) janji-janji mereka yang teguh (dengan-Nya) dengan Allah Taala mengatakan, ""Wahai Ahli Kitab, sesungguhnya kedua agama itu benar."" (Q.S. An-Nisa, 80) (akan tetapi Allah tidak akan berbicara dengan mereka pada hari kiamat tentang hal itu) mengenai apa yang mereka perselisihkan itu (dan tidak pula akan melihat kepada mereka) artinya mereka tidak akan berpaling dari keimanan (dan tidak pula akan menyucikan mereka) dari kekafiran (dan bagi mereka siksa yang pedih) azab yang menyakitkan."
67,"(Tidaklah pantas) atau layak (bagi seorang manusia yang diberi Allah Alkitab dan hikmah) artinya pengertian terhadap syariat (serta kenabian lalu katanya kepada manusia, ""Hendaklah kamu menjadi hamba-hambaku dan bukan hamba-hamba Allah!""","(Sesungguhnya telah diwahyukan kepada orang-orang Nasrani) yang dimaksud adalah Nabi Isa (ketika berkata orang-orang Nasrani) yakni sebagian dari mereka berkata kepada sebagian yang lain, (""Hai Isa!"
68,Apa ayat yang menunjukkan bahwa siapa pun yang mencari agama selain Islam adalah pecundang?,"Barangsiapa mencari agama selain agama Islam, maka sekali-kali tidaklah akan diterima (agama itu) daripadanya, dan dia di akhirat termasuk orang-orang yang rugi."
69,"(Maka siapakah) maksudnya tidak ada seorang pun (yang menurunkannya) yakni Alquran (sebagai ayat) yakni Alquran (dan keterangan-keterangan-Nya) atau bukti-bukti yang menunjukkan akan keesaan-Nya (bagi orang-orang yang kafir sesudah mereka beriman, kemudian bertambah kekafiran mereka) kepada Alquran (maka tidaklah akan diterima tobat mereka dan merekalah orang-orang yang sesat) ayat ini diturunkan sebelum ada perintah untuk berjihad melawan mereka.","(Telah diwahyukan kepada orang-orang Yahudi itu) yaitu Nabi Muhammad saw. (bahwa) an di sini adalah bentuk takhfif dari anna, sedangkan isimnya tidak disebutkan, yakni annahum, artinya: bahwasanya mereka; diathafkan kepada lafal annahum (orang-orang kafir ialah orang-orang Yahudi dan orang-orang mukmin) orang-orang Yahudi (setelah beriman kepada Musa) kepada Nabi Isa (kemudian bertambah kekafiran mereka) karena mereka mengatakan, bahwa Alquran itu adalah sihir. (Tidak akan diterima tobat mereka) yakni diterima dari orang-orang Yahudi (jika mereka mati dalam kekafiran) dengan kekafiran (merekalah orang-orang yang sesat) maksudnya orang-orang yang menyekutukan Allah."
70,"(Katakanlah) kepada mereka (""Ambillah Taurat dan bacalah) agar nyata benar atau tidaknya ucapanmu itu (jika kamu orang-orang yang benar"") dalam masalah tersebut. Jawab syarat ini disimpulkan dari pengertian ayat selanjutnya, yaitu: (Barang siapa yang mengada-adakan kedustaan terhadap Allah sesudah itu) setelah terbukti bahwa ia adalah orang yang tidak bersalah atau berdosa, lalu ia segera mendustakannya.","Dan (ingatlah), ketika orang-orang Yahudi (Yahudi dan Nasrani) berkata kepada Nabi Muhammad, ""Kesejahteraan kamu hanyalah mengikuti agama Ibrahim,"" padahal Ibrahim tidak memakan daging sapi dan tidak (pula) meminum susunya."" Allah berfirman: "" (Tidak) halal bagi Bani Israil membawa makanan untuk Bani Israil, kecuali apa yang diharamkan oleh Ya'qub."""
71,Apa rumah pertama yang dibangun untuk ibadat di Bumi?,"(Sesungguhnya rumah suci Allah) maksudnya, rumah Allah swt. (ialah di Kakbah) yakni Kakbah yang disucikan (dan dinamakan bagi manusia oleh orang-orang yang bertakwa) kepada Allah dengan menjalankan ketaatan kepada-Nya, dan mereka adalah orang-orang yang durhaka kepada-Nya. (Sesungguhnya rumah yang suci itu) yakni rumah yang disucikan (adalah rumah Allah) maksudnya rumah yang disucikan (bagi orang-orang yang bertakwa) kepada-Nya dengan menaati-Nya (dan bagi orang-orang yang diberi petunjuk) dari kemusyrikan dan lain-lainnya."
72,"(Dan apakah patut) Hamzah atau kata tanya di sini mengandung pengertian ingkar, sedangkan Wawu 'Athafnya menunjukkan 'Athaf jumlah kepada jumlah yang lain.","(Maka tatkala orang-orang Yahudi melewati) tempat itu (berperang di antara penduduk Aws dan Khazraj, mereka merasa tidak senang) yakni merasa iri hati (kepada kawan mereka) sehingga mereka tidak dapat ikut berjihad (maka mereka ingat) kepada Nabi saw. (sesudah) sesudah (berperang di antara mereka pada masa itu) dalam perang Badar, yaitu sewaktu perang Hudaibiah. Orang-orang Yahudi berkata kepada Nabi saw., ""Apakah kamu akan membinasakan suatu kota besar (yang akan menjadi sebab permusuhan antara kamu dengan mereka?"""
73,"(Yaitu) orang yang telah menurunkan Al Quran ini kepadamu, maka berpeganglah kamu semuanya kepada tali (agama) Allah, dan janganlah kamu bercerai berai, dan ingatlah nikmat Allah kepadamu ketika kamu dahulu (masa Jahiliyah) bermusuh-musuhan, kemudian Allah mempersatukan hatimu, lalu menjadilah kamu karena nikmat-Nya. Dan kamu berdua berada di tepi jurang neraka, lalu Allah menyelamatkan kamu dari padanya.",Di suku Aus dan Khazraj.
74,"(Yaitu) orang-orang yang berselisih pendapat tentang ayat-ayat Al Quran, mereka mengatakan: ""Janganlah kamu menjadi seperti orang-orang yang berpecah-belah dan berselisih tentangnya, padahal telah datang kepada mereka keterangan-keterangan yang nyata, dan bagi mereka azab yang besar.""",Mereka adalah orang-orang Yahudi dan Kristen.
75,(Mengapa tidak) (diturunkan kepadanya) kepada Nabi Muhammad saw. (sebaik-baik umat yang dikeluarkan) yang ditampilkan (kepada manusia?) yang dimaksud adalah umat-umat semuanya.,"Mereka menyuruh (mengerjakan) yang ma'ruf, mencegah dari yang munkar dan beriman kepada Allah; dan keterangan (Al Quran) itu mengatakan: ""Sesungguhnya kamu adalah orang-orang yang paling baik yang membuat kebaikan diantara manusia, menyuruh kepada yang makruf dan mencegah dari yang mungkar dan beriman kepada Allah."
76,"Pada kesempatan mana ayat ini disingkapkan, ' Anda tidak memiliki kendali atas mereka, baik untuk mengarahkan mereka, atau mereka akan benar. (128) Al 'Imran 3:128'","(Ingatlah), ketika gigi Nabi patah), yakni leher orang-orang beriman, (dan wajahnya terluka) karena sakit, (maka ia berkata,) kepada mereka (""Bagaimana mungkin Allah menjadikan nabi-nabi itu berkuasa) menurut suatu qiraat dibaca Tahqiq dan Tas-hil (terhadap segala sesuatu?"") ada yang membaca Alquran dan ada pula yang membaca Alquran, ada pula yang membaca dengan marfu' yaitu dengan marfu' (lalu Allah melindungi mereka) dari gangguan pada asalnya (sehingga Allah menerima tobat mereka) maksudnya mengampuni mereka (atau menerima tobat mereka) hingga Allah menerima tobat mereka (sampai mereka bertobat), yakni menerima tobat mereka. (Sesungguhnya mereka adalah orang-orang yang fasik)."
77,"(Maka berjalanlah kalian) hai orang-orang kafir Mekah (di muka bumi dan perhatikanlah bagaimana kesudahan orang-orang yang mendustakan) rasul-rasul mereka, yakni kebinasaan yang akan mereka alami nanti.","(Dan telah diwahyukan kepadamu, Muhammad, bahwasanya) mereka; adalah bentuk takhfif dari anna, sedangkan isimnya tidak disebutkan, yakni annahum, artinya, bahwasanya mereka (apa yang menimpa umat-umat sebelum kamu) umat-umat terdahulu sebelum mereka (maka janganlah kamu bersedih hati) merasa susah (terhadap apa-apa yang selalu mereka minta-minta itu) yang mereka minta supaya disegerakan datangnya azab bagi mereka. (Sesungguhnya Aku memberi tangguh kepada mereka) menangguhkan azab-Ku terhadap mereka."
