|question_en|answer_en|question_id|answer_id
33|What is the verse that was revealed regarding Saib bin Umayr (Saib al-Rumi) when he was harmed by the disbelievers, causing him to migrate to Medina and leave behind his wealth?|And among people are those who spend freely for the sake of Allah's pleasure, and Allah is most kind to His servants.|(Apakah diturunkan) dapat dibaca Tahqiq dan Tas-hil (ayat-ayat Alkitab) yakni Alquran (tentang Umar) nama sebuah lembah yang terletak di negeri Yaman (ketika ia dianiaya) oleh orang-orang kafir (oleh orang-orang kafir) karena dimasukkan ke dalamnya (lalu dia berhijrah ke Madinah) yakni pergi meninggalkan negeri Syam dan negeri Syam dalam keadaan terbalik (dan tidak mau berjihad?) tidak mau berjihad.|Dan di antara manusia ada orang yang menafkahkan hartanya karena mencari keridhaan Allah; dan Allah Maha Penyantun kepada hamba-hamba-Nya.
34|Is it permissible for a man to approach his wife during her menstrual period? Please recall the verse that indicates this.|They ask you about menstruation. Say, 'It is a harm. So, avoid sexual relations during menstruation and do not approach them until they are clean. Then, when they are clean, you may approach them from where Allah has permitted you.' Indeed, Allah loves those who repent and those who purify themselves.|Apakah boleh bagi seorang pria untuk mendekati istrinya selama masa haidnya?|"(Mereka bertanya kepadamu tentang haid), maksudnya haid atau tempatnya dan bagaimana memperlakukan wanita padanya. (Katakanlah, ""Hai wanita-wanitaku!"
35|Will Allah (SWT) hold us accountable if we unintentionally swear falsely, for example, saying 'By Allah' or 'Yes, by Allah'? And what does Allah (SWT) hold us accountable for?|God will not hold us accountable for oaths that slip out unintentionally, but He will hold us accountable for what our hearts have intended.|"(Mengapa Allah akan menghukum kita, jika kita mengadakan sumpah palsu) dengan sumpah-sumpah itu (sesungguhnya kita telah mengucapkan) dengan memakai ya dan ta pada dua tempat lainnya sebagai celaan (""Demi Allah?"") artinya sumpah kita ini tidak benar belaka, karena sesungguhnya Allah telah menjanjikan kepada kita dengan janji yang sebenar-benarnya. (Dan Allah tidak akan menghukum kita disebabkan sumpah-Nya) disebabkan sumpah yang kita buat-buat itu."|Allah tidak akan menghukum kita karena sumpah yang tidak disengaja, tetapi Ia akan meminta pertanggungjawaban atas apa yang kita ucapkan dalam hati kita.
36|What is the waiting period for a divorcee?|Three menstrual periods (or three months) is the waiting period for divorcees. The evidence is: 'And the divorced women should wait for three menstrual periods, and it is not lawful for them to conceal what Allah has created in their wombs if they believe in Allah and the Last Day. And their husbands have more right to take them back during this period if they desire reconciliation. And the rights of men are equal to the rights of women according to what is fair. And men have a degree over them [in responsibility and authority]. And Allah is Mighty and Wise.' (Qur'an 2:228)|Apa masa penantian untuk perceraian?|(Demikian itu) maksudnya hukum yang telah disebutkan tadi berupa kewajiban menyembelih kurban atau berpuasa bagi orang yang mengerjakan haji secara tamatu (adalah bagi orang-orang yang beriman kepada Allah dan hari yang akhir. Dan suami-suami mereka) (lebih berhak untuk merujuknya) atau mengembalikan mereka (pada masa itu) hadirat wanita-wanita yang di waktu haid.
37|How many widows are there?|Four months and ten days. And those who die among you and leave behind wives, they should keep themselves in waiting for four months and ten days.|Berapa banyak janda yang ada?|(yaitu) empat bulan sepuluh hari (yaitu) lalu orang-orang yang meninggal dunia di antara kamu dan meninggalkan isteri-isteri mereka, kemudian mereka tidak menunggu-nunggu selama empat bulan dan sepuluh hari.
38|Who are the people who left their homes in fear of death, and they were thousands?|They were a people from the children of Israel. A plague struck their land, so they fled, and Allah said to them, 'Die,' and they died. Then He resurrected them after eight days by the invocation of their prophet, Hzqiel (who is also the prophet of Allah, Dhul-Kifl). They lived for a long time, and even their clothes would turn into shrouds as a reminder of their death. This is mentioned in the story of the people who left their homes in fear of death, as mentioned in the Quran (2:243).|Siapakah orang-orang yang meninggalkan rumah mereka karena takut mati, dan mereka ribuan?|"(Adapun mereka adalah umat Israel, maka mereka telah ditimpa azab) yakni siksaan (maka mereka lari ke belakang, kemudian Allah berfirman kepada mereka, ""Matilah kamu,"") hingga mereka pun mati, (kemudian mereka dihidupkan-Nya kembali), yakni setelah delapan hari, atas doa Nabi Musa yang telah disebutkan tadi, yaitu setelah terlebih dahulu diangkat menjadi hidup kembali. (Demikian itu), yakni seperti yang telah disebutkan tadi (dikatakan kepada orang-orang yang mendustakan) Alquran (di dalam Alquran) sebagaimana yang telah diungkapkan oleh firman-Nya yang lain, yaitu, ""Ya Rabb kami, kami beroleh petunjuk."""
39|What is the story of Nimrod in the Quran?|Did you not see the one who argued with Abraham about his Lord, saying, 'I will give you wealth and power,' when Abraham said, 'My Lord is the one who gives life and causes death.' The man replied, 'I can give life and cause death.' Abraham said, 'Indeed, Allah brings the sun from the east, so can you bring it from the west?' The disbeliever was left speechless, and Allah does not guide the wrongdoers.|Bagaimana kisah Nimrod dalam Al Quran?|"Apakah kamu tidak memperhatikan orang yang mendebat Ibrahim tentang Tuhannya (Allah) dan berkata: ""Aku akan memberi kekayaan dan kerajaan kepadamu."" Maka tatkala Ibrahim berkata: ""Tuhanku ialah Yang menghidupkan dan mematikan,"" orang itu berkata: ""Saya dapat menghidupkan dan mematikan."""
40|What is the story of Uzair in the Quran?|Have you ever seen, O Prophet, a man who passed by a village in ruins, collapsed on its rooftops, and said, 'How can Allah revive this village after its death?' Allah caused him to die for a hundred years, then brought him back to life. When he saw the food and drink he had left untouched, and his donkey, he exclaimed, 'I know that Allah has power over all things!'|(Apakah) telah (datang kepadamu berita hari kiamat) hari kiamat dinamakan hari yang menutupi karena pada hari itu semua makhluk diselimuti oleh kengerian-kengeriannya.|"(Apakah kamu tidak memperhatikan) apakah kamu memperhatikan (seorang laki-laki yang lewat di suatu negeri) yang dimaksud adalah Nabi Hud (yang telah roboh menutupi atap-atapnya) atap-atap rumah yang temboknya roboh menutupi atap-atapnya (dan ia berkata,) kepada mereka (""Bagaimana Allah menghidupkan kembali negeri ini setelah robohnya?"") Dhamir yang ada pada lafal Huwa-ihim lebih memprioritaskan manusia yang telah mati. (Maka tatkala dia melihat makanan-makanan dan minuman itu) dari langit (ia berkata, ""Saya yakin bahwa Allah Maha Kuasa atas segala sesuatu."")."
41|Prophet Ibrahim (peace be upon him) desired to know how Allah brings the dead back to life. Mention the verse that indicates this.|And when Ibrahim said, 'My Lord, show me how You bring the dead to life,' Allah said, 'Have you not believed?' Ibrahim said, 'Yes, but [I ask] only to be sure. So take four birds and slaughter them for me, then place a part of them on each hill, then call them; they will come to you in haste, and know that Allah is All-Mighty, All-Wise.' - Al-Baqarah 2:260|Nabi Ibrahim sengaja mengulang-ulang perkataannya itu supaya diterima oleh Allah, akan tetapi Allah tidak mau menerimanya.|"(Dan) ingatlah (ketika Ibrahim berkata, ""Ya Rabbku! Perlihatkanlah kepadaku bagaimana Engkau menghidupkan orang mati."""
42|What is the evidence for Allah (SWT) multiplying the reward for charity in His path to seven hundred times?|The example of those who spend their wealth in the way of Allah is like a seed [of grain] which grows seven spikes; in each spike is a hundred grains. And Allah multiplies [His reward] for whom He wills. And Allah is all-Encompassing and Knowing.|"(Mengapa Allah akan melipatgandakan) lebih banyak dari itu lagi (bagimu) daripada kamu, hai orang-orang yang beriman (sebanyak tujuh ratus kali lipat amalan-amalanmu) karena kamu pasti akan mendapatkannya (dan kamu tidak akan dapat memberi manfaat kepada orang-orang yang telah beriman) berkat amal-amal perbuatan mereka (sedikit pun?"") karena jumlah mereka ada tujuh ratus kali lipat, sedangkan menurut suatu qiraat dengan memakai Tasydid sehingga bacaannya menjadi harakat Tasydid serta Lafal Nashil. (Dan Allah, Allah, Dialah Yang Maha Perkasa) di dalam kerajaan-Nya (lagi Maha Bijaksana) di dalam perbuatan-Nya."|(Perumpamaan) atau sifat nafkah dari (orang-orang yang membelanjakan harta mereka di jalan Allah) artinya dalam menaati-Nya (adalah seperti sebutir biji yang menumbuhkan tujuh buah tangkai, pada masing-masing tangkai seratus biji.) Demikianlah pula halnya nafkah yang mereka keluarkan itu menjadi 700 kali lipat.
43|Recite the verse that indicates that charity (zakat) expiates some sins and evil deeds.|If you disclose your charitable acts, it is good, but if you conceal them and give them to the poor, that is better for you. It will expiate some of your sins. And Allah is well aware of what you do.|"Bacalah ayat yang menjelaskan, yaitu: ""Sesungguhnya zakat itu mengampuni dosa dan perbuatan yang keji."""|Dan jika kamu menyembunyikannya dan kamu berikan kepada orang-orang fakir, maka menyembunyikan itu lebih baik bagimu. Dan Allah Maha Mengetahui apa yang kamu kerjakan.
44|In the Hadith, it is mentioned that if one looks at a blind person or covers them with their own garment, Allah will shade them on the Day when there will be no shade except His. Recite the verse from Surah Al-Baqarah that indicates this meaning.|But if he is in hardship, [he should fast for] two consecutive other days during any month. Allah intends for you ease and does not intend for you hardship, and [He wants] to complete the period and to exalt His bounty upon you, that you may be grateful.|(Dan jika) lafal immaa ini asalnya terdiri dari in syarthiyah dan maa zaidah yang digabungkan menjadi satu (orang yang buta itu melihat) orang yang buta (atau menutupkan bajunya kepada mereka) sehingga mereka tidak dapat melihatnya, berbeda dengan orang yang buta itu (niscaya Allah akan mengazab mereka) membinasakan mereka (pada hari kiamat, tidak ada naungan) dapat dibaca nashab dan yusyrikuna (selain Dia, maka bacalah ayat-ayat-Nya) Alquran (dan bacalah ayat-ayat Alquran yang memberi manfaat) dari Alquran, karena nasihat dan nasihatnya itu bermanfaat bagi orang-orang Mukmin.|(Jika ia) yakni yang terbunuh (dalam kesukaran) seperti sakit dan paceklik (maka wajib atasnya berpuasa dua bulan berturut-turut) sebagaimana telah diterangkan di dalam hadis sahih Bukhari dan Muslim (Allah menghendaki kemudahan bagimu) artinya kemudahan bagimu dalam berbukanya (dan Dia menghendaki kemudahan bagimu) artinya pahala-Nya (dan supaya kamu bersyukur) kepada-Nya atas nikmat-Nya yang telah dilimpahkan kepadamu.
45|Which verse was revealed when the believers complained about the whispering (waswasah) and found the accountability (mahsar) difficult?|Whatever is in the heavens and whatever is on the earth is for Allah. And if you disclose what is within yourselves or conceal it, Allah will hold you accountable for it. Then He will forgive whomever He wills and punish whomever He wills. And Allah has power over all things.|(Dan diwahyukan kepadaku, bahwasanya) dhamir yang terdapat pada lafal annahu adalah dhamir sya'n (apabila diturunkan ayat itu) yakni Alquran (kepada orang-orang yang beriman) kepada Alquran (lalu mereka berbantah-bantahan di antara mereka) yakni, mereka saling berbantah-bantahan dan saling berbantah-bantahan di antara sesama mereka (dan mereka menemukan) yakni orang-orang kafir (suatu pertanggungjawaban) yaitu tentang nasib mereka, hari berbangkit dan lain-lainnya (yang sulit) yang dimaksud adalah hari berbangkit.|(Dan Allah Maha Kuasa atas segala sesuatu), di antaranya melakukan hisab atas perhitungan terhadapmu dan memberikan balasannya.
46|When the verse (And if you disclose what is within yourselves or conceal it, Allah will hold you accountable for it) was revealed, the believers complained about the whispering (waswasah) and found the accountability for it difficult. What was the other verse that was revealed afterwards, which replaced this verse?|Allah does not burden a soul beyond its capacity. It has what it has earned, and against it, what it has incurred. Our Lord, do not hold us accountable if we forget or make a mistake. Our Lord, do not place on us a burden like that which You placed on those before us. Our Lord, do not place on us what we cannot bear. Pardon us, forgive us, have mercy on us. You are our Protector, so help us against the disbelieving people.|(Dan apabila diturunkan suatu ayat) yakni Alquran (kepada orang-orang yang beriman) kepada Alquran (lalu orang-orang yang membantahnya) seperti Abdullah bin Salam dan teman-temannya (dan merasa berat) orang-orang mukmin (tentang apa yang telah diturunkan kepadanya, maka orang-orang yang kamu dustakan terhadap ayat-ayat itu) seperti Abdullah bin Salam dan lain-lainnya (dan mereka telah mengetahui) bahwasanya ayat-ayat itu benar-benar telah diturunkan kepada Nabi saw. (apa) yang dimaksud adalah azab (yang di waktu Alquran itu telah turun) di dunia tentang masalah hukum-hukum perang Badar.|Ya Tuhan kami, janganlah Engkau pikulkan kepada kami apa yang tak sanggup kami memikulnya dan janganlah Engkau bebankan kepada kami apa yang tidak sanggup kami memikulnya. Ampunilah kami dengan rahmat-Mu meliputi segala sesuatu.
47|What are the desires that Allah has loved for the people?|Lusts are: women, children, gold, silver, horses, cattle, and land. And the evidence: 'It has been made beautiful for people their love of lusts: of women, sons, heaped-up mounds of gold and silver, fine horses, and cattle and tilled land. That is the enjoyment of the life of this world.' - Quran 3:14|Apakah yang dikehendaki oleh Allah itu) apa yang dikehendaki-Nya (oleh fitrah itu) untuk menerima pembalasan yang baik, yaitu diberi pahala dari apa yang telah diberikan oleh Allah kepada mereka di dunia dan siksa yang di akhirat? Tentu saja tidak.|(Dijadikan indah pada pandangan manusia kecintaan kepada syahwat) yakni segala yang disenangi serta diingini nafsu sebagai cobaan dari Allah atau tipu daya dari setan (yaitu wanita-wanita, anak-anak, emas, perak, kuda-kuda, sapi, ternak dan sawah ladang) sebagaimana yang telah disebutkan tadi.
